date,value
2016-10-19T00:00:00,273.15
2016-10-19T00:09:59,273.17
2016-10-19T00:20:00,273.18
2016-10-19T00:29:59,273.17
2016-10-19T00:40:00,273.2
2016-10-19T00:49:59,273.26
2016-10-19T01:00:00,273.22
2016-10-19T01:09:59,273.28
2016-10-19T01:20:00,273.34
2016-10-19T01:30:00,273.32
2016-10-19T01:39:59,273.27
2016-10-19T01:50:00,273.37
2016-10-19T01:59:59,273.41
2016-10-19T02:10:00,273.33
2016-10-19T02:19:59,273.37
2016-10-19T02:30:00,273.29
2016-10-19T02:39:59,273.3
2016-10-19T02:50:00,273.29
2016-10-19T03:00:00,273.29
2016-10-19T03:09:59,273.28
2016-10-19T03:20:00,273.28
2016-10-19T03:29:59,273.3
2016-10-19T03:40:00,273.31
2016-10-19T03:49:59,273.33
2016-10-19T04:00:00,273.33
2016-10-19T04:09:59,273.29
2016-10-19T04:20:00,273.25
2016-10-19T04:30:00,273.24
2016-10-19T04:39:59,273.22
2016-10-19T04:50:00,273.21
2016-10-19T04:59:59,273.2
2016-10-19T05:10:00,273.17
2016-10-19T05:19:59,273.16
2016-10-19T05:30:00,273.18
2016-10-19T05:39:59,273.21
2016-10-19T05:50:00,273.25
2016-10-19T06:00:00,273.24
2016-10-19T06:09:59,273.24
2016-10-19T06:20:00,273.22
2016-10-19T06:29:59,273.17
2016-10-19T06:40:00,273.16
2016-10-19T06:49:59,273.19
2016-10-19T07:00:00,273.25
2016-10-19T07:09:59,273.26
2016-10-19T07:20:00,273.24
2016-10-19T07:30:00,273.16
2016-10-19T07:39:59,273.2
2016-10-19T07:50:00,273.22
2016-10-19T07:59:59,273.23
2016-10-19T08:10:00,273.31
2016-10-19T08:19:59,273.26
2016-10-19T08:30:00,273.33
2016-10-19T08:39:59,273.4
2016-10-19T08:50:00,273.45
2016-10-19T09:00:00,273.42
2016-10-19T09:09:59,273.39
2016-10-19T09:20:00,273.35
2016-10-19T09:29:59,273.35
2016-10-19T09:40:00,273.35
2016-10-19T09:49:59,273.38
2016-10-19T10:00:00,273.4
2016-10-19T10:09:59,273.41
2016-10-19T10:20:00,273.41
2016-10-19T10:30:00,273.48
2016-10-19T10:39:59,273.46
2016-10-19T10:50:00,273.43
2016-10-19T10:59:59,273.38
2016-10-19T11:10:00,273.37
2016-10-19T11:19:59,273.4
2016-10-19T11:30:00,273.31
2016-10-19T11:39:59,273.3
2016-10-19T11:50:00,273.3
2016-10-19T12:00:00,273.28
2016-10-19T12:09:59,273.33
2016-10-19T12:20:00,273.35
2016-10-19T12:29:59,273.34
2016-10-19T12:40:00,273.39
2016-10-19T12:49:59,273.44
2016-10-19T13:00:00,273.44
2016-10-19T13:09:59,273.39
2016-10-19T13:20:00,273.44
2016-10-19T13:30:00,273.43
2016-10-19T13:39:59,273.5
2016-10-19T13:50:00,273.53
2016-10-19T13:59:59,273.42
2016-10-19T14:10:00,273.39
2016-10-19T14:19:59,273.58
2016-10-19T14:30:00,273.84
2016-10-19T14:39:59,273.86
2016-10-19T14:50:00,274.09
2016-10-19T15:00:00,274.17
2016-10-19T15:09:59,274.21
2016-10-19T15:20:00,274.1
2016-10-19T15:29:59,273.92
2016-10-19T15:40:00,273.99
2016-10-19T15:49:59,274.05
2016-10-19T16:00:00,273.97
2016-10-19T16:09:59,273.98
2016-10-19T16:20:00,274.03
2016-10-19T16:30:00,274.11
2016-10-19T16:39:59,274.08
2016-10-19T16:50:00,274.12
2016-10-19T16:59:59,274.15
2016-10-19T17:10:00,274.1
2016-10-19T17:19:59,274.12
2016-10-19T17:30:00,274.18
2016-10-19T17:39:59,274.16
2016-10-19T17:50:00,274.2
2016-10-19T18:00:00,274.15
2016-10-19T18:09:59,274.19
2016-10-19T18:20:00,274.2
2016-10-19T18:29:59,274.18
2016-10-19T18:40:00,274.1
2016-10-19T18:49:59,274.03
2016-10-19T19:00:00,274.1
2016-10-19T19:09:59,274.18
2016-10-19T19:20:00,274.16
2016-10-19T19:30:00,274.13
2016-10-19T19:39:59,274.06
2016-10-19T19:50:00,274.07
2016-10-19T19:59:59,273.96
2016-10-19T20:10:00,274
2016-10-19T23:39:59,274
2016-10-19T23:50:00,274
2016-10-20T00:00:00,273.99
2016-10-20T00:09:59,273.99
2016-10-20T00:20:00,274.02
2016-10-20T00:29:59,274.04
2016-10-20T00:40:00,274.01
2016-10-20T00:49:59,274.07
2016-10-20T01:00:00,274.07
2016-10-20T01:09:59,274.01
2016-10-20T01:20:00,274.04
2016-10-20T01:30:00,274.09
2016-10-20T01:39:59,274.12
2016-10-20T01:50:00,274.13
2016-10-20T01:59:59,274.19
2016-10-20T02:10:00,274.18
2016-10-20T02:19:59,274.18
2016-10-20T02:30:00,274.18
2016-10-20T02:39:59,274.19
2016-10-20T02:50:00,274.19
2016-10-20T03:00:00,274.2
2016-10-20T03:09:59,274.21
2016-10-20T03:20:00,274.21
2016-10-20T03:29:59,274.2
2016-10-20T03:40:00,274.24
2016-10-20T03:49:59,274.26
2016-10-20T04:00:00,274.2
2016-10-20T04:09:59,274.19
2016-10-20T04:20:00,274.14
2016-10-20T04:30:00,274.12
2016-10-20T04:39:59,274.12
2016-10-20T04:50:00,274.1
2016-10-20T04:59:59,274.07
2016-10-20T05:10:00,274.03
2016-10-20T05:19:59,274
2016-10-20T05:30:00,274.04
2016-10-20T05:39:59,274.07
2016-10-20T05:50:00,274.04
2016-10-20T06:00:00,274.07
2016-10-20T06:09:59,274.08
2016-10-20T06:20:00,274.05
2016-10-20T06:29:59,274.05
2016-10-20T06:40:00,274.07
2016-10-20T06:49:59,274.08
2016-10-20T07:00:00,274.06
2016-10-20T07:09:59,274.02
2016-10-20T07:20:00,273.99
2016-10-20T07:30:00,273.93
2016-10-20T07:39:59,274
2016-10-20T07:50:00,274.04
2016-10-20T07:59:59,274.02
2016-10-20T08:10:00,274.04
2016-10-20T08:19:59,273.99
2016-10-20T08:30:00,273.98
2016-10-20T08:39:59,274.02
2016-10-20T08:50:00,273.98
2016-10-20T09:00:00,274
2016-10-20T09:09:59,274
2016-10-20T09:20:00,274.02
2016-10-20T09:29:59,274.02
2016-10-20T09:40:00,274
2016-10-20T09:49:59,274
2016-10-20T10:00:00,274.02
2016-10-20T10:09:59,274.08
2016-10-20T10:20:00,274.11
2016-10-20T10:30:00,274.07
2016-10-20T10:39:59,274.08
2016-10-20T10:50:00,274.04
2016-10-20T10:59:59,274.06
2016-10-20T11:10:00,274.1
2016-10-20T11:19:59,274.08
2016-10-20T11:30:00,274.15
2016-10-20T11:39:59,274.1
2016-10-20T11:50:00,274.05
2016-10-20T12:00:00,274.05
2016-10-20T12:09:59,274.05
2016-10-20T12:20:00,274.04
2016-10-20T12:29:59,273.98
2016-10-20T12:40:00,273.82
2016-10-20T12:49:59,273.79
2016-10-20T13:00:00,273.77
2016-10-20T13:09:59,273.79
2016-10-20T13:20:00,273.73
2016-10-20T13:30:00,273.72
2016-10-20T13:39:59,273.6
2016-10-20T13:50:00,273.86
2016-10-20T13:59:59,274.31
2016-10-20T14:10:00,274.02
2016-10-20T14:19:59,273.83
2016-10-20T14:30:00,273.2
2016-10-20T14:39:59,273.18
2016-10-20T14:50:00,273.01
2016-10-20T15:00:00,273.12
2016-10-20T15:09:59,273.05
2016-10-20T15:20:00,273.35
2016-10-20T15:29:59,273.38
2016-10-20T15:40:00,273.36
2016-10-20T15:49:59,273.43
2016-10-20T16:00:00,273.83
2016-10-20T16:09:59,273.79
2016-10-20T16:20:00,273.74
2016-10-20T16:30:00,273.78000000000003
2016-10-20T16:39:59,273.96
2016-10-20T16:50:00,273.88
2016-10-20T16:59:59,273.93
2016-10-20T17:10:00,273.90000000000003
2016-10-20T17:19:59,273.82
2016-10-20T17:30:00,273.90000000000003
2016-10-20T17:39:59,273.88
2016-10-20T17:50:00,273.56
2016-10-20T18:00:00,273.65000000000003
2016-10-20T18:09:59,273.68
2016-10-20T18:20:00,273.61
2016-10-20T18:29:59,273.62
2016-10-20T18:40:00,273.63
2016-10-20T18:49:59,273.71
2016-10-20T19:00:00,273.72
2016-10-20T19:09:59,273.81
2016-10-20T19:20:00,273.69
2016-10-20T19:30:00,273.54
2016-10-20T19:39:59,273.56
2016-10-20T19:50:00,273.73
2016-10-20T19:59:59,273.63
2016-10-20T20:10:00,273.63
2016-10-20T23:39:59,273.63
2016-10-20T23:50:00,273.64
2016-10-21T00:00:00,273.57
2016-10-21T00:09:59,273.55
2016-10-21T00:20:00,273.55
2016-10-21T00:29:59,273.48
2016-10-21T00:40:00,273.5
2016-10-21T00:49:59,273.52
2016-10-21T01:00:00,273.51
2016-10-21T01:09:59,273.55
2016-10-21T01:20:00,273.56
2016-10-21T01:30:00,273.54
2016-10-21T01:39:59,273.55
2016-10-21T01:50:00,273.5
2016-10-21T01:59:59,273.45
2016-10-21T02:10:00,273.47
2016-10-21T02:19:59,273.45
2016-10-21T02:30:00,273.40000000000003
2016-10-21T02:39:59,273.39
2016-10-21T02:50:00,273.46
2016-10-21T03:00:00,273.39
2016-10-21T03:09:59,273.40000000000003
2016-10-21T03:20:00,273.43
2016-10-21T03:29:59,273.39
2016-10-21T03:40:00,273.40000000000003
2016-10-21T03:49:59,273.37
2016-10-21T04:00:00,273.37
2016-10-21T04:09:59,273.39
2016-10-21T04:20:00,273.40000000000003
2016-10-21T04:30:00,273.39
2016-10-21T04:39:59,273.37
2016-10-21T04:50:00,273.36
2016-10-21T04:59:59,273.34000000000003
2016-10-21T05:10:00,273.34000000000003
2016-10-21T05:19:59,273.33
2016-10-21T05:30:00,273.34000000000003
2016-10-21T05:39:59,273.35
2016-10-21T05:50:00,273.35
2016-10-21T06:00:00,273.38
2016-10-21T06:09:59,273.42
2016-10-21T06:20:00,273.41
2016-10-21T06:29:59,273.43
2016-10-21T06:40:00,273.40000000000003
2016-10-21T06:49:59,273.39
2016-10-21T07:00:00,273.44
2016-10-21T07:09:59,273.38
2016-10-21T07:20:00,273.37
2016-10-21T07:30:00,273.42
2016-10-21T07:39:59,273.37
2016-10-21T07:50:00,273.28000000000003
2016-10-21T07:59:59,273.3
2016-10-21T08:10:00,273.31
2016-10-21T08:19:59,273.31
2016-10-21T08:30:00,273.28000000000003
2016-10-21T08:39:59,273.18
2016-10-21T08:50:00,273.21
2016-10-21T09:00:00,273.24
2016-10-21T09:09:59,273.27
2016-10-21T09:20:00,273.25
2016-10-21T09:29:59,273.26
2016-10-21T09:40:00,273.31
2016-10-21T09:49:59,273.37
2016-10-21T10:00:00,273.37
2016-10-21T10:09:59,273.36
2016-10-21T10:20:00,273.31
2016-10-21T10:30:00,273.32
2016-10-21T10:39:59,273.38
2016-10-21T10:50:00,273.35
2016-10-21T10:59:59,273.31
2016-10-21T11:10:00,273.31
2016-10-21T11:19:59,273.28000000000003
2016-10-21T11:30:00,273.29
2016-10-21T11:39:59,273.29
2016-10-21T11:50:00,273.28000000000003
2016-10-21T12:00:00,273.24
2016-10-21T12:09:59,273.24
2016-10-21T12:20:00,273.2
2016-10-21T12:29:59,273.15000000000003
2016-10-21T12:40:00,273.12
2016-10-21T12:49:59,272.99
2016-10-21T13:00:00,272.94
2016-10-21T13:09:59,272.98
2016-10-21T13:20:00,273.01
2016-10-21T13:30:00,272.45
2016-10-21T13:39:59,272.31
2016-10-21T13:50:00,272.45
2016-10-21T13:59:59,272.42
2016-10-21T14:10:00,272.46
2016-10-21T14:19:59,272.67
2016-10-21T14:30:00,272.87
2016-10-21T14:39:59,272.85
2016-10-21T14:50:00,272.71
2016-10-21T15:00:00,272.68
2016-10-21T15:09:59,272.75
2016-10-21T15:20:00,272.66
2016-10-21T15:29:59,272.76
2016-10-21T15:40:00,272.81
2016-10-21T15:49:59,272.96
2016-10-21T16:00:00,272.93
2016-10-21T16:09:59,272.91
2016-10-21T16:20:00,272.86
2016-10-21T16:30:00,272.81
2016-10-21T16:39:59,272.95
2016-10-21T16:50:00,272.93
2016-10-21T16:59:59,272.93
2016-10-21T17:10:00,272.92
2016-10-21T17:19:59,272.87
2016-10-21T17:30:00,272.8
2016-10-21T17:39:59,272.89
2016-10-21T17:50:00,272.99
2016-10-21T18:00:00,272.98
2016-10-21T18:09:59,273.01
2016-10-21T18:20:00,273.09000000000003
2016-10-21T18:29:59,273.09000000000003
2016-10-21T18:40:00,273.19
2016-10-21T18:49:59,273.21
2016-10-21T19:00:00,273.23
2016-10-21T19:09:59,273.25
2016-10-21T19:20:00,273.16
2016-10-21T19:30:00,273.18
2016-10-21T19:39:59,273.17
2016-10-21T19:50:00,273.23
2016-10-21T19:59:59,273.24
2016-10-21T20:10:00,273.24
2016-10-24T00:00:00,273.16
2016-10-24T00:09:59,273.16
2016-10-24T00:20:00,273.14
2016-10-24T00:29:59,273.14
2016-10-24T00:40:00,273.17
2016-10-24T00:49:59,273.16
2016-10-24T01:00:00,273.12
2016-10-24T01:09:59,273.13
2016-10-24T01:20:00,273.14
2016-10-24T01:30:00,273.03000000000003
2016-10-24T01:39:59,272.93
2016-10-24T01:50:00,272.93
2016-10-24T01:59:59,273.02
2016-10-24T02:10:00,273.02
2016-10-24T02:19:59,273.03000000000003
2016-10-24T02:30:00,273.09000000000003
2016-10-24T02:39:59,273.11
2016-10-24T02:50:00,273.1
2016-10-24T03:00:00,273.1
2016-10-24T03:09:59,273.14
2016-10-24T03:20:00,273.15000000000003
2016-10-24T03:29:59,273.17
2016-10-24T03:40:00,273.22
2016-10-24T03:49:59,273.22
2016-10-24T04:00:00,273.22
2016-10-24T04:09:59,273.21
2016-10-24T04:20:00,273.22
2016-10-24T04:30:00,273.23
2016-10-24T04:39:59,273.23
2016-10-24T04:50:00,273.2
2016-10-24T04:59:59,273.19
2016-10-24T05:10:00,273.22
2016-10-24T05:19:59,273.26
2016-10-24T05:30:00,273.28000000000003
2016-10-24T05:39:59,273.33
2016-10-24T05:50:00,273.33
2016-10-24T06:00:00,273.33
2016-10-24T06:09:59,273.32
2016-10-24T06:20:00,273.38
2016-10-24T06:29:59,273.42
2016-10-24T06:40:00,273.48
2016-10-24T06:49:59,273.51
2016-10-24T07:00:00,273.75
2016-10-24T07:09:59,273.77
2016-10-24T07:20:00,273.87
2016-10-24T07:30:00,273.89
2016-10-24T07:39:59,273.94
2016-10-24T07:50:00,273.93
2016-10-24T07:59:59,273.95
2016-10-24T08:10:00,273.86
2016-10-24T08:19:59,273.84000000000003
2016-10-24T08:30:00,273.81
2016-10-24T08:39:59,273.82
2016-10-24T08:50:00,273.85
2016-10-24T09:00:00,273.84000000000003
2016-10-24T09:09:59,273.89
2016-10-24T09:20:00,273.82
2016-10-24T09:29:59,273.8
2016-10-24T09:40:00,273.76
2016-10-24T09:49:59,273.79
2016-10-24T10:00:00,273.78000000000003
2016-10-24T10:09:59,273.79
2016-10-24T10:20:00,273.77
2016-10-24T10:30:00,273.74
2016-10-24T10:39:59,273.75
2016-10-24T10:50:00,273.75
2016-10-24T10:59:59,273.75
2016-10-24T11:10:00,273.78000000000003
2016-10-24T11:19:59,273.82
2016-10-24T11:30:00,273.82
2016-10-24T11:39:59,273.78000000000003
2016-10-24T11:50:00,273.77
2016-10-24T12:00:00,273.81
2016-10-24T12:09:59,273.75
2016-10-24T12:20:00,273.75
2016-10-24T12:29:59,273.79
2016-10-24T12:40:00,273.77
2016-10-24T12:49:59,273.77
2016-10-24T13:00:00,273.77
2016-10-24T13:09:59,273.72
2016-10-24T13:20:00,273.73
2016-10-24T13:30:00,274.54
2016-10-24T13:39:59,274.5
2016-10-24T13:50:00,274.54
2016-10-24T13:59:59,274.38
2016-10-24T14:10:00,274.11
2016-10-24T14:19:59,274.12
2016-10-24T14:30:00,274.1
2016-10-24T14:39:59,273.92
2016-10-24T14:50:00,274.02
2016-10-24T15:00:00,274.15000000000003
2016-10-24T15:09:59,274.15000000000003
2016-10-24T15:20:00,274.14
2016-10-24T15:29:59,274.08
2016-10-24T15:40:00,274.01
2016-10-24T15:49:59,274
2016-10-24T16:00:00,273.94
2016-10-24T16:09:59,273.98
2016-10-24T16:20:00,273.86
2016-10-24T16:30:00,273.8
2016-10-24T16:39:59,273.77
2016-10-24T16:50:00,273.82
2016-10-24T16:59:59,273.84000000000003
2016-10-24T17:10:00,273.84000000000003
2016-10-24T17:19:59,273.86
2016-10-24T17:30:00,273.86
2016-10-24T17:39:59,273.86
2016-10-24T17:50:00,273.90000000000003
2016-10-24T18:00:00,273.88
2016-10-24T18:09:59,273.94
2016-10-24T18:20:00,273.93
2016-10-24T18:29:59,274.01
2016-10-24T18:40:00,274.01
2016-10-24T18:49:59,274.01
2016-10-24T19:00:00,274.04
2016-10-24T19:09:59,274
2016-10-24T19:20:00,273.95
2016-10-24T19:30:00,273.92
2016-10-24T19:39:59,273.94
2016-10-24T19:50:00,274.01
2016-10-24T19:59:59,274.05
2016-10-24T20:10:00,274.06
2016-10-24T23:39:59,274.07
2016-10-24T23:50:00,274.05
2016-10-25T00:00:00,274.21
2016-10-25T00:09:59,274.22
2016-10-25T00:20:00,274.19
2016-10-25T00:29:59,274.2
2016-10-25T00:40:00,274.21
2016-10-25T00:49:59,274.17
2016-10-25T01:00:00,274.2
2016-10-25T01:09:59,274.2
2016-10-25T01:20:00,274.18
2016-10-25T01:30:00,274.14
2016-10-25T01:39:59,274.15000000000003
2016-10-25T01:50:00,274.17
2016-10-25T01:59:59,274.21
2016-10-25T02:10:00,274.21
2016-10-25T02:19:59,274.2
2016-10-25T02:30:00,274.23
2016-10-25T02:39:59,274.24
2016-10-25T02:50:00,274.22
2016-10-25T03:00:00,274.2
2016-10-25T03:09:59,274.22
2016-10-25T03:20:00,274.2
2016-10-25T03:29:59,274.24
2016-10-25T03:40:00,274.24
2016-10-25T03:49:59,274.26
2016-10-25T04:00:00,274.3
2016-10-25T04:09:59,274.27
2016-10-25T04:20:00,274.23
2016-10-25T04:30:00,274.25
2016-10-25T04:39:59,274.26
2016-10-25T04:50:00,274.28000000000003
2016-10-25T04:59:59,274.25
2016-10-25T05:10:00,274.25
2016-10-25T05:19:59,274.25
2016-10-25T05:30:00,274.28000000000003
2016-10-25T05:39:59,274.3
2016-10-25T05:50:00,274.36
2016-10-25T06:00:00,274.35
2016-10-25T06:09:59,274.36
2016-10-25T06:20:00,274.33
2016-10-25T06:29:59,274.33
2016-10-25T06:40:00,274.32
2016-10-25T06:49:59,274.28000000000003
2016-10-25T07:00:00,274.42
2016-10-25T07:09:59,274.44
2016-10-25T07:20:00,274.49
2016-10-25T07:30:00,274.51
2016-10-25T07:39:59,274.49
2016-10-25T07:50:00,274.45
2016-10-25T07:59:59,274.48
2016-10-25T08:10:00,274.52
2016-10-25T08:19:59,274.54
2016-10-25T08:30:00,274.53000000000003
2016-10-25T08:39:59,274.53000000000003
2016-10-25T08:50:00,274.61
2016-10-25T09:00:00,274.59000000000003
2016-10-25T09:09:59,274.55
2016-10-25T09:20:00,274.5
2016-10-25T09:29:59,274.52
2016-10-25T09:40:00,274.47
2016-10-25T09:49:59,274.44
2016-10-25T10:00:00,274.47
2016-10-25T10:09:59,274.42
2016-10-25T10:20:00,274.47
2016-10-25T10:30:00,274.43
2016-10-25T10:39:59,274.42
2016-10-25T10:50:00,274.37
2016-10-25T10:59:59,274.40000000000003
2016-10-25T11:10:00,274.41
2016-10-25T11:19:59,274.48
2016-10-25T11:30:00,274.44
2016-10-25T11:39:59,274.46
2016-10-25T11:50:00,274.44
2016-10-25T12:00:00,274.37
2016-10-25T12:09:59,274.40000000000003
2016-10-25T12:20:00,274.39
2016-10-25T12:29:59,274.40000000000003
2016-10-25T12:40:00,274.36
2016-10-25T12:49:59,274.22
2016-10-25T13:00:00,274.08
2016-10-25T13:09:59,274.04
2016-10-25T13:20:00,274.06
2016-10-25T13:30:00,273.71
2016-10-25T13:39:59,273.90000000000003
2016-10-25T13:50:00,273.87
2016-10-25T13:59:59,274.09000000000003
2016-10-25T14:10:00,273.96
2016-10-25T14:19:59,273.82
2016-10-25T14:30:00,273.76
2016-10-25T14:39:59,273.47
2016-10-25T14:50:00,273.39
2016-10-25T15:00:00,273.6
2016-10-25T15:09:59,273.54
2016-10-25T15:20:00,273.6
2016-10-25T15:29:59,273.8
2016-10-25T15:40:00,273.81
2016-10-25T15:49:59,273.79
2016-10-25T16:00:00,273.79
2016-10-25T16:09:59,273.65000000000003
2016-10-25T16:20:00,273.75
2016-10-25T16:30:00,273.72
2016-10-25T16:39:59,273.72
2016-10-25T16:50:00,273.81
2016-10-25T16:59:59,273.78000000000003
2016-10-25T17:10:00,273.75
2016-10-25T17:19:59,273.89
2016-10-25T17:30:00,273.85
2016-10-25T17:39:59,273.87
2016-10-25T17:50:00,273.94
2016-10-25T18:00:00,273.94
2016-10-25T18:09:59,273.91
2016-10-25T18:20:00,273.97
2016-10-25T18:29:59,273.90000000000003
2016-10-25T18:40:00,273.89
2016-10-25T18:49:59,273.82
2016-10-25T19:00:00,273.74
2016-10-25T19:09:59,273.74
2016-10-25T19:20:00,273.72
2016-10-25T19:30:00,273.78000000000003
2016-10-25T19:39:59,273.74
2016-10-25T19:50:00,273.7
2016-10-25T19:59:59,273.72
2016-10-25T20:10:00,273.7
2016-10-25T23:39:59,273.66
2016-10-25T23:50:00,273.65000000000003
2016-10-26T00:00:00,273.57
2016-10-26T00:09:59,273.58
2016-10-26T00:20:00,273.54
2016-10-26T00:29:59,273.66
2016-10-26T00:40:00,273.52
2016-10-26T00:49:59,273.47
2016-10-26T01:00:00,273.45
2016-10-26T01:09:59,273.45
2016-10-26T01:20:00,273.43
2016-10-26T01:30:00,273.38
2016-10-26T01:39:59,273.37
2016-10-26T01:50:00,273.39
2016-10-26T01:59:59,273.40000000000003
2016-10-26T02:10:00,273.45
2016-10-26T02:19:59,273.42
2016-10-26T02:30:00,273.43
2016-10-26T02:39:59,273.45
2016-10-26T02:50:00,273.43
2016-10-26T03:00:00,273.40000000000003
2016-10-26T03:09:59,273.38
2016-10-26T03:20:00,273.38
2016-10-26T03:29:59,273.39
2016-10-26T03:40:00,273.40000000000003
2016-10-26T03:49:59,273.43
2016-10-26T04:00:00,273.42
2016-10-26T04:09:59,273.42
2016-10-26T04:20:00,273.40000000000003
2016-10-26T04:30:00,273.41
2016-10-26T04:39:59,273.41
2016-10-26T04:50:00,273.40000000000003
2016-10-26T04:59:59,273.38
2016-10-26T05:10:00,273.43
2016-10-26T05:19:59,273.42
2016-10-26T05:30:00,273.43
2016-10-26T05:39:59,273.46
2016-10-26T05:50:00,273.47
2016-10-26T06:00:00,273.46
2016-10-26T06:09:59,273.48
2016-10-26T06:20:00,273.49
2016-10-26T06:29:59,273.58
2016-10-26T06:40:00,273.63
2016-10-26T06:49:59,273.61
2016-10-26T07:00:00,273.49
2016-10-26T07:09:59,273.49
2016-10-26T07:20:00,273.38
2016-10-26T07:30:00,273.43
2016-10-26T07:39:59,273.45
2016-10-26T07:50:00,273.42
2016-10-26T07:59:59,273.44
2016-10-26T08:10:00,273.36
2016-10-26T08:19:59,273.27
2016-10-26T08:30:00,273.12
2016-10-26T08:39:59,273.19
